ID,PARENT_PRODUCT_ID,PRIMARY_ITEM_NUMBER,ALTERNATE_ITEM_NUMBERS,OPTION1_NAME,OPTION2_NAME,OPTION3_NAME,OPTION1_VALUE,OPTION2_VALUE,OPTION3_VALUE,PRODUCT_NAME,PRODUCT_DESCRIPTION,SORT_ORDER,IMAGE_URL,ADDITIONAL_IMAGE_URLS,WEBSITE_CATEGORY,METRIC_VERSION,IMPERIAL_VERSION,UOM,VENDOR_NAME,WARNING_BADGES,PRODUCT_BADGE,MINIMUM_ORDER_QUANTITTY,FEATURES,DOCUMENTS,ATTTRIBUTE_NAMES,ATTRIBUTE_VALUES,PACKAGE_DISPLAY,STATUS,ISTAXABLE,TAXCODE,MINIMUM_ORDER_INCREMENT
100000007926609,,502.8355,F86643,,,,,,,Door Panel Nut Dodge & Jeep,"<p>Automotive specific fasteners, tools, and transportation products such as fuses, circuit breakers, clearance products, wire, fittings, and more.</p>",,https://WinzerCE-caccteonh.ocecdn.oraclecloud.com/content/published/api/v1.1/assets/CONT971944E10C5A4A6A98633E3E0D0DD946/native/502_8355.JPG?channelToken=b2919ea283384f7f97e84cde8c787cbf,"https://WinzerCE-caccteonh.ocecdn.oraclecloud.com/content/published/api/v1.1/assets/CONT3632DEE70F4D4A4FB50936559FDE6801/native/502_8355_b.jpg?channelToken=b2919ea283384f7f97e84cde8c787cbf,https://WinzerCE-caccteonh.ocecdn.oraclecloud.com/content/published/api/v1.1/assets/CONT90E81FDC1D7048939AFA8F93C4F1489F/native/502_8355_A.JPG?channelToken=b2919ea283384f7f97e84cde8c787cbf",Automotive>Body Hardware>Body Clips & Retainers,,,EA,,,,,,,Application|Manufacturer|Model|Color|Drive Type|Finish|Flange|Head Style|Industry Number|Length|Measurement|Outside Diameter|Retainer Type|Thickness|Thread Size|Thread Type|Diameter|Material|Automotive Size|Origin|Point Type,Door Panel|Dodge|Caliber|||||||||||||||||,,Active,,,
100000007925074,,502.3055,F83872,,,,,,,Door Weatherstrip Retainer GM General Motors General Motors,,,https://WinzerCE-caccteonh.ocecdn.oraclecloud.com/content/published/api/v1.1/assets/CONTEAC68393879A491F8B74478818CA948D/native/5023055.jpg?channelToken=b2919ea283384f7f97e84cde8c787cbf,,Automotive>Body Hardware>Body Clips & Retainers,,,EA,,,,,,,Application|Manufacturer|Model|Color|Drive Type|Finish|Flange|Head Style|Industry Number|Length|Measurement|Outside Diameter|Retainer Type|Thickness|Thread Size|Thread Type|Diameter|Material|Automotive Size|Origin|Point Type,|General Motors|Universal|||||||||||||||Plastic||,,Active,,,
100000007923920,,501.8764,F8620,,,,,,,Bumper Radiator Cover and Grill Drive Type Rivet. Toyota Lexus and Scion,,,https://WinzerCE-caccteonh.ocecdn.oraclecloud.com/content/published/api/v1.1/assets/CONTA5FA9EADF74848568AF5B621561E2DDA/native/5018764.jpg?channelToken=b2919ea283384f7f97e84cde8c787cbf,,Automotive>Body Hardware>Body Clips & Retainers,,,EA,,,,,,,Application|Manufacturer|Model|Color|Drive Type|Finish|Flange|Head Style|Industry Number|Length|Measurement|Outside Diameter|Retainer Type|Thickness|Thread Size|Thread Type|Diameter|Material|Automotive Size|Origin|Point Type,Bumper|Lexus|Avalon|||||||||||||||Plastic||,,Active,,,
100000007905484,,835.11.10,F85158,,,,,,,1/4 Inch Fnpt x 6 Inch Chrome Plated Closed Dual Foot Angled Air Chuck,"Tire Gauges measure the force exerted by air on a unit area, typically given in pounds per square inch (PSI). When you connect a tire pressure gauge to your tire's valve stem, it forms a sealed system.",,https://WinzerCE-caccteonh.ocecdn.oraclecloud.com/content/published/api/v1.1/assets/CONTB931020C509D45249FD9299061F6C922/native/8351110.jpg?channelToken=b2919ea283384f7f97e84cde8c787cbf,,Automotive>Wheel & Tire>Service & Repair Tools,,,EA,,,,,,,Application|Manufacturer|Model|Color|Drive Type|Finish|Flange|Head Style|Industry Number|Length|Measurement|Outside Diameter|Retainer Type|Thickness|Thread Size|Thread Type|Diameter|Material|Automotive Size|Origin|Point Type,Wheel and Tire|||||||||6 Inch||||||||||,,Active,,,
100000007924114,,501.3467,F86533,,,,,,,Headliner Retainer - Nissan,"<p>Automotive specific fasteners, tools, and transportation products such as fuses, circuit breakers, clearance products, wire, fittings, and more.</p>",,https://WinzerCE-caccteonh.ocecdn.oraclecloud.com/content/published/api/v1.1/assets/CONTB461F5A2EDB44D94B03E24C8B1E8A666/native/501_3467.JPG?channelToken=b2919ea283384f7f97e84cde8c787cbf,https://WinzerCE-caccteonh.ocecdn.oraclecloud.com/content/published/api/v1.1/assets/CONTB89DD9386F774E82B4D285C59215F710/native/501_3467_A.JPG?channelToken=b2919ea283384f7f97e84cde8c787cbf,Automotive>Body Hardware>Body Clips & Retainers,,,EA,,,,,,,Application|Manufacturer|Model|Color|Drive Type|Finish|Flange|Head Style|Industry Number|Length|Measurement|Outside Diameter|Retainer Type|Thickness|Thread Size|Thread Type|Diameter|Material|Automotive Size|Origin|Point Type,|Nissan|Altima|||||||||||||||||,,Active,,,
100000007922193,,500.788121,F84380,,,,,,,Cowl Grille Drive Type Rivet - Nissan Pick Up Truck 1986 - On 66814 01G00,,,https://WinzerCE-caccteonh.ocecdn.oraclecloud.com/content/published/api/v1.1/assets/CONT8B88B6B898B34991A5E599E3F7E6A080/native/500788121.jpg?channelToken=b2919ea283384f7f97e84cde8c787cbf,,Automotive>Body Hardware>Body Clips & Retainers,,,EA,,,,,,,Application|Manufacturer|Model|Color|Drive Type|Finish|Flange|Head Style|Industry Number|Length|Measurement|Outside Diameter|Retainer Type|Thickness|Thread Size|Thread Type|Diameter|Material|Automotive Size|Origin|Point Type,|Nissan||||||||||||||||Plastic||,,Active,,,
100000007924112,,501.3448,F85715,,,,,,,M7 x 12Mm Windshield Garnish Molding Clip Nissan 76988-3Dn0A,,,https://WinzerCE-caccteonh.ocecdn.oraclecloud.com/content/published/api/v1.1/assets/CONTEB5274E221CB4747B2AF565B481081FF/native/501_3448.jpg?channelToken=b2919ea283384f7f97e84cde8c787cbf,,Automotive>Body Hardware>Body Clips & Retainers,,,EA,,,,,,,Application|Manufacturer|Model|Color|Drive Type|Finish|Flange|Head Style|Industry Number|Length|Measurement|Outside Diameter|Retainer Type|Thickness|Thread Size|Thread Type|Diameter|Material|Automotive Size|Origin|Point Type,|Nissan|Altima|White||||||||||||||Plastic||,,Active,,,
100000007925651,,502.3521,F8840,,,,,,,"Fender Apron Push Type Retainer - GM General Motors Trucks & Pontiac G5, G6 & Torrent & Ford Fiesta 2011 - On, GM General Motors - 11609417, Ford - W715537-S300",,,https://WinzerCE-caccteonh.ocecdn.oraclecloud.com/content/published/api/v1.1/assets/CONTC753C6647D03450B8F7B2E1ADED582FA/native/5023521.jpg?channelToken=b2919ea283384f7f97e84cde8c787cbf,,Automotive>Body Hardware>Body Clips & Retainers,,,EA,,,,,,,Application|Manufacturer|Model|Color|Drive Type|Finish|Flange|Head Style|Industry Number|Length|Measurement|Outside Diameter|Retainer Type|Thickness|Thread Size|Thread Type|Diameter|Material|Automotive Size|Origin|Point Type,|Cadillac|Acadia|||||||||||||||Plastic||,,Active,,,
100000007921810,,500.12463,F83902,,,,,,,Cable Strap Mercedes Benz & Volvo,,,https://WinzerCE-caccteonh.ocecdn.oraclecloud.com/content/published/api/v1.1/assets/CONTE9F621CE311D4CBFB0D4048091684057/native/50012463.jpg?channelToken=b2919ea283384f7f97e84cde8c787cbf,,Automotive>Body Hardware>Body Clips & Retainers,,,EA,,,,,,,Application|Manufacturer|Model|Color|Drive Type|Finish|Flange|Head Style|Industry Number|Length|Measurement|Outside Diameter|Retainer Type|Thickness|Thread Size|Thread Type|Diameter|Material|Automotive Size|Origin|Point Type,Wire & Tubing|Volvo|Universal|||||||||||||||Plastic||,,Active,,,
100000007921812,,500.12954,F84043,,,,,,,Panel Clip Plastic Audi & Volkswagen,,,https://WinzerCE-caccteonh.ocecdn.oraclecloud.com/content/published/api/v1.1/assets/CONT5410AFE195F74D6799FEEDE6ABEB4409/native/50012954.jpg?channelToken=b2919ea283384f7f97e84cde8c787cbf,,Automotive>Body Hardware>Body Clips & Retainers,,,EA,,,,,,,Application|Manufacturer|Model|Color|Drive Type|Finish|Flange|Head Style|Industry Number|Length|Measurement|Outside Diameter|Retainer Type|Thickness|Thread Size|Thread Type|Diameter|Material|Automotive Size|Origin|Point Type,|Audi|Universal|||||||||||||||Plastic||,,Active,,,
100000007918160,,889.4574451,F32502,,,,,,,Loctite Fixmaster Fast Cure Epoxy Mixer Cups - 1 Oz. - Can of 10 Cups,"<div>Loctite Fixmaster&reg; EA 445 is a gray, 2-part, room temperature cure, epoxy adhesive paste used for high strength, permanent bonding of metals, ceramics, concrete, wood and most plastics. This product can withstand temperatures of up to +180 °F (+80 °C). Typical applications include the production, maintenance and prototype bonding of metals, ceramics, concrete, wood, glass and most plastics.</div>",,https://WinzerCE-caccteonh.ocecdn.oraclecloud.com/content/published/api/v1.1/assets/CONT1647029B32CC49AF9CCDCE613BD5CA0C/native/889_4574451.jpg?channelToken=b2919ea283384f7f97e84cde8c787cbf,,Chemicals>Sealants & Adhesives>Epoxies,,,EA,,Hazmat,,,,SDS|https://chemmanagement.ehs.com/9/610003B0-D0A0-4364-9756-B22EE75E34EA/ebinder/pdf/?ProductID=133025397,Container Size|Fragrance|Net Fill|Color|Brand,||||Loctite,,Active,,,
100000007919889,,891.5011,FW244182,,,,,,,Winzer Tek-Solv Multi-Purpose Solvent Low VOC - 16oz,,,https://WinzerCE-caccteonh.ocecdn.oraclecloud.com/content/published/api/v1.1/assets/CONTBB6ED764EFB34CD8B9283FEA6FAFD70E/native/891_5011.jpg?channelToken=b2919ea283384f7f97e84cde8c787cbf,,Chemicals>Industrial Cleaners>Cleaning Solvents,,,EA,,Hazmat,,,,,Container Size|Fragrance|Net Fill|Color|Brand,16 oz||||Winzer,,Active,,,
100000008023783,,748.22.3100,F44876,,,,,,,Fine Point Black Milwaukee Jobsite Marker,"These durable markers are designed for writing on rough surfaces such as OSB, cinder block and concrete and the ink dries quickly to reduce smearing markings, without drying out quickly when the cap is left off.",,,,Shop Supplies>Tools>Miscellaneous Tools,,,EA,,,,,,,Container Size|Fragrance|Net Fill|Color|Brand,|||Black|,,Active,,,
100000007919505,,890.8011,PK2875|PK2875|/PK2875|F31823,,,,,,,Seymour Economy Fresh N' Quick Gloss Paint Aerosol Yellow - 10 oz,"<p>A high quality spray paint available in a wide range of popular colors and economically priced. Black and white available in a gloss or a flat finish. It covers well, dries fast and holds up well outdoors. Bare or rusted surfaces should be cleaned and primed with Fresh-N-Quick Gray Primer, #11-15.</p>",,https://WinzerCE-caccteonh.ocecdn.oraclecloud.com/content/published/api/v1.1/assets/CONTD4E2F62F66414E15BEB28CB85C488B8A/native/890_8011.jpg?channelToken=b2919ea283384f7f97e84cde8c787cbf,,Chemicals>Paints & Coatings>Spray Paints,,,EA,,Hazmat,,,,SDS|https://chemmanagement.ehs.com/9/610003B0-D0A0-4364-9756-B22EE75E34EA/ebinder/pdf/?ProductID=133025993,Container Size|Fragrance|Net Fill|Color|Brand,|||Yellow|Seymour,,Active,,,
100000007955799,,991.102690,F31826,,,,,,,ISI-Poly Sunny Streakless Hard Surface and Glass Cleaner - 1 qt,"<p>ISI-Poly Sunny Streakless is a heavy-duty glass and hard surface cleaner, formulated with a balanced blend of cleaning agents to quickly penetrate and remove dirt, soot, fingerprints, perspiration and food soil from windows, mirrors, light fixtures, counters, exhaust hoods, display cases, oven fronts and similar surfaces. Sunny Streakless will not streak, smear or leave smudges, leaving behind no dirt-catching film.</p>",,https://WinzerCE-caccteonh.ocecdn.oraclecloud.com/content/published/api/v1.1/assets/CONT38DDADFD6FA94FAAA88BFA2637246CE5/native/991_102690.jpg?channelToken=b2919ea283384f7f97e84cde8c787cbf,,Chemicals>Janitorial Cleaners & Polishers>Multipurpose Cleaners,,,EA,,,,,,BROCHURE|https://WinzerCE-caccteonh.ocecdn.oraclecloud.com/content/published/api/v1.1/assets/CONTD576E90C5E744F9295DF600FA5EA48E3/native/991_102690_TDS.pdf?channelToken=b2919ea283384f7f97e84cde8c787cbf|SDS|https://chemmanagement.ehs.com/9/610003b0-d0a0-4364-9756-b22ee75e34ea/ebinder/pdf/?productID=133131232|TECHSHEET|https://WinzerCE-caccteonh.ocecdn.oraclecloud.com/content/published/api/v1.1/assets/CONTC598FF5C61924CF08CAE40F021FEEEEA/native/991_102690_TDS.pdf?channelToken=b2919ea283384f7f97e84cde8c787cbf,Container Size|Fragrance|Net Fill|Color|Brand,Quart|||Blue|ISI-Poly,,Active,,,
100000007955799,,991.102690,F31826,,,,,,,ISI-Poly Sunny Streakless Hard Surface and Glass Cleaner - 1 qt,"<p>ISI-Poly Sunny Streakless is a heavy-duty glass and hard surface cleaner, formulated with a balanced blend of cleaning agents to quickly penetrate and remove dirt, soot, fingerprints, perspiration and food soil from windows, mirrors, light fixtures, counters, exhaust hoods, display cases, oven fronts and similar surfaces. Sunny Streakless will not streak, smear or leave smudges, leaving behind no dirt-catching film.</p>",,https://WinzerCE-caccteonh.ocecdn.oraclecloud.com/content/published/api/v1.1/assets/CONT38DDADFD6FA94FAAA88BFA2637246CE5/native/991_102690.jpg?channelToken=b2919ea283384f7f97e84cde8c787cbf,,Chemicals>Janitorial Cleaners & Polishers>Multipurpose Cleaners,,,EA,,,,,,BROCHURE|https://WinzerCE-caccteonh.ocecdn.oraclecloud.com/content/published/api/v1.1/assets/CONTD576E90C5E744F9295DF600FA5EA48E3/native/991_102690_TDS.pdf?channelToken=b2919ea283384f7f97e84cde8c787cbf|SDS|https://chemmanagement.ehs.com/9/610003b0-d0a0-4364-9756-b22ee75e34ea/ebinder/pdf/?productID=133131232|TECHSHEET|https://WinzerCE-caccteonh.ocecdn.oraclecloud.com/content/published/api/v1.1/assets/CONTC598FF5C61924CF08CAE40F021FEEEEA/native/991_102690_TDS.pdf?channelToken=b2919ea283384f7f97e84cde8c787cbf,Container Size|Fragrance|Net Fill|Color|Brand,Quart|||Blue|ISI-Poly,,Active,,,
100000007955799,,991.102690,F31826,,,,,,,ISI-Poly Sunny Streakless Hard Surface and Glass Cleaner - 1 qt,"<p>ISI-Poly Sunny Streakless is a heavy-duty glass and hard surface cleaner, formulated with a balanced blend of cleaning agents to quickly penetrate and remove dirt, soot, fingerprints, perspiration and food soil from windows, mirrors, light fixtures, counters, exhaust hoods, display cases, oven fronts and similar surfaces. Sunny Streakless will not streak, smear or leave smudges, leaving behind no dirt-catching film.</p>",,https://WinzerCE-caccteonh.ocecdn.oraclecloud.com/content/published/api/v1.1/assets/CONT38DDADFD6FA94FAAA88BFA2637246CE5/native/991_102690.jpg?channelToken=b2919ea283384f7f97e84cde8c787cbf,,Chemicals>Janitorial Cleaners & Polishers>Multipurpose Cleaners,,,EA,,,,,,BROCHURE|https://WinzerCE-caccteonh.ocecdn.oraclecloud.com/content/published/api/v1.1/assets/CONTD576E90C5E744F9295DF600FA5EA48E3/native/991_102690_TDS.pdf?channelToken=b2919ea283384f7f97e84cde8c787cbf|SDS|https://chemmanagement.ehs.com/9/610003b0-d0a0-4364-9756-b22ee75e34ea/ebinder/pdf/?productID=133131232|TECHSHEET|https://WinzerCE-caccteonh.ocecdn.oraclecloud.com/content/published/api/v1.1/assets/CONTC598FF5C61924CF08CAE40F021FEEEEA/native/991_102690_TDS.pdf?channelToken=b2919ea283384f7f97e84cde8c787cbf,Container Size|Fragrance|Net Fill|Color|Brand,Quart|||Blue|ISI-Poly,,Active,,,
100000007921041,,891.90160,FW15896,,,,,,,Tekwax Amber Rust-Proofing Wax - 17 oz,"<p>TEK WAX is a superior, protective rust inhibitor for both new and used vehicles. Apply a single coat to protect metal against corrosion from salts and chemicals. Resists rock and gravel abrasion, and will not run, drop or sag at elevated temperatures. Ideal for engine hood area, trunk and inner door compartments. Tek Wax can be used anywhere that bare metal is exposed.</p>",,https://WinzerCE-caccteonh.ocecdn.oraclecloud.com/content/published/api/v1.1/assets/CONTA2F22A276DE84D549BF37DBCC65CB81F/native/891_9016.jpg?channelToken=b2919ea283384f7f97e84cde8c787cbf,"https://WinzerCE-caccteonh.ocecdn.oraclecloud.com/content/published/api/v1.1/assets/CONT098EEA2C752947A1840FD98A1DECEF56/native/891_90160.jpg?channelToken=b2919ea283384f7f97e84cde8c787cbf,https://WinzerCE-caccteonh.ocecdn.oraclecloud.com/content/published/api/v1.1/assets/CONT9F80AF0536A648C8BEF22672C55DE989/native/891_90160_A.jpg?channelToken=b2919ea283384f7f97e84cde8c787cbf",Chemicals>Paints & Coatings>Rust Treatments,,,EA,,Hazmat,,,,SDS|https://chemmanagement.ehs.com/9/610003B0-D0A0-4364-9756-B22EE75E34EA/ebinder/pdf/?ProductID=133102758,Container Size|Fragrance|Net Fill|Color|Brand,24 oz||||Winzer,,Active,,,
100000007919506,,890.9022,F31505,,,,,,,"MRO Industrial High-Solids Spray Paint, Cummins Beige - 16 OZ. Net Fill Wt.","<p>A superior industrial spray paint formulated for maintenance operations where maximum performance is required. this high solids paint does not run or sag, and gives twice the coverage of conventional spray paints. Can be applied to bare metal. Resists oil, gas, heat and sunlight.</p>",,https://WinzerCE-caccteonh.ocecdn.oraclecloud.com/content/published/api/v1.1/assets/CONT0A7E0CD036964C0693E39555714AD183/native/890_9022.jpeg?channelToken=b2919ea283384f7f97e84cde8c787cbf,,Chemicals>Paints & Coatings>Spray Paints,,,EA,,Hazmat,,,,SDS|https://chemmanagement.ehs.com/9/610003B0-D0A0-4364-9756-B22EE75E34EA/ebinder/pdf/?ProductID=133025718,Container Size|Fragrance|Net Fill|Color|Brand,|||Beige|Seymour,,Active,,,
100000007919507,,890.8102,PK2878|F3961,,,,,,,Seymour Economy Spruce Gloss Paint Aerosol Orange - 16 oz,"<p>A fast drying spray primer that provides maximum rust protection and adhesion for a finishing top coat. Can be used with lacquer, enamel and acrylic paints. Provides excellent resistance to heat and corrosion while being sandable. VOC compliant. For best results, sand lightly with fine sandpaper or steel wool prior to applying finish coat.</p>",,https://WinzerCE-caccteonh.ocecdn.oraclecloud.com/content/published/api/v1.1/assets/CONT25DEF1FAF42B45E284BC97AD753BCB0B/native/890_8102.jpg?channelToken=b2919ea283384f7f97e84cde8c787cbf,,Chemicals>Paints & Coatings>Spray Paints,,,EA,,Hazmat,,,,SDS|https://chemmanagement.ehs.com/9/610003B0-D0A0-4364-9756-B22EE75E34EA/ebinder/pdf/?ProductID=133026217,Container Size|Fragrance|Net Fill|Color|Brand,|||Orange|Seymour,,Active,,,
